style,color_name,size,upc_to_write,netsuite_item_id,match_method
18600,Red,4X-Large,00821780016820,161825,option:name
18600,Red,5X-Large,00821780016819,161808,option:name
18600,Maroon,Small,00821780078188,161854,option:name
18600,Maroon,Medium,00821780078189,161829,option:name
18600,Maroon,Large,00821780078191,161852,option:name
18600,Maroon,X-Large,00821780078192,161879,option:name
18600,Maroon,2X-Large,00821780078193,161836,option:name
18600,Maroon,3X-Large,00821780016840,161798,option:name
18600,Purple,Small,00821780000852,161795,option:name
18600,Purple,Medium,00821780000851,161828,option:name
18600,Purple,Large,00821780000855,161861,option:name
18600,Purple,X-Large,00821780000854,161822,option:name
18600,Purple,2X-Large,00821780000853,161830,option:name
18600,Safety Green,Small,00821780017024,161876,option:name
18600,Safety Green,Medium,00821780017025,161880,option:name
18600,Safety Green,Large,00821780017026,161813,option:name
18600,Safety Green,X-Large,00821780017027,161819,option:name
18600,Safety Green,2X-Large,00821780017028,161853,option:name
L469,Black,Small,00191265100687,53873,option:name
L469,Black,Medium,00191265100694,53874,option:name
L469,Black,Large,00191265100717,53875,option:name
L469,Black,X-Large,00191265100724,53876,option:name
L469,Black,2X-Large,00191265100663,53877,option:name
L469,Royal,Small,00191265101479,53894,option:name
L469,Royal,Medium,00191265101509,53895,option:name
L469,Royal,Large,00191265101516,53896,option:name
L469,Royal,X-Large,00191265101523,53897,option:name
L469,Royal,2X-Large,00191265101455,53898,option:name
L469,Purple,Small,00191265101325,53889,option:name
L469,Purple,Medium,00191265101332,53890,option:name
L469,Purple,Large,00191265101356,53891,option:name
L469,Purple,X-Large,00191265101363,53892,option:name
L469,Purple,2X-Large,00191265101301,53893,option:name
L469,Royal,3X-Large,00191265101486,53899,option:name
K467,Steel/ Black,Small,00191265098762,53277,option:name
K467,Steel/ Black,Medium,00191265098786,53278,option:name
K467,Steel/ Black,Large,00191265098793,53279,option:name
K467,Steel/ Black,X-Large,00191265098809,53280,option:name
K467,Steel/ Black,2X-Large,00191265098748,53281,option:name
K467,Steel/ Black,3X-Large,00191265098755,53282,option:name
K467,White/ Black,Small,00191265098847,50371,option:abbrev
K467,White/ Black,Medium,00191265098861,50372,option:abbrev
K467,White/ Black,Large,00191265098878,50373,option:abbrev
K467,White/ Black,X-Large,00191265098885,50374,option:abbrev
K467,White/ Black,2X-Large,00191265098823,50375,option:abbrev
K467,White/ Black,3X-Large,00191265098830,50376,option:abbrev
203690,Black,X-Small,00883153192668,198992,option:name
203690,Black,Small,00883153192675,198993,option:name
203690,Black,Medium,00883153192682,198991,option:name
203690,Black,Large,00883153192699,198990,option:name
203690,Black,X-Large,00883153192705,198989,option:name
203690,Black,2X-Large,00883153192712,198988,option:name
203690,Black,3X-Large,00883153192729,198987,option:name
203690,Black,4X-Large,00883153192736,198986,option:name
203690,White,X-Small,00883153192743,198984,option:name
203690,White,Small,00883153192750,198985,option:name
203690,White,Medium,00883153192767,198983,option:name
203690,White,Large,00883153192774,198982,option:name
203690,White,X-Large,00883153192781,198981,option:name
203690,White,2X-Large,00883153192798,198980,option:name
203690,White,3X-Large,00883153192804,198979,option:name
203690,White,4X-Large,00883153192811,198978,option:name
203690,Midnight Navy,X-Small,00883153192903,198976,option:heur
203690,Midnight Navy,Small,00883153192910,198977,option:heur
203690,Midnight Navy,Medium,00883153192927,198975,option:heur
203690,Midnight Navy,Large,00883153192934,198974,option:heur
203690,Midnight Navy,X-Large,00883153192941,198973,option:heur
203690,Midnight Navy,2X-Large,00883153192958,198972,option:heur
203690,Midnight Navy,3X-Large,00883153192965,198971,option:heur
203690,Midnight Navy,4X-Large,00883153192972,198970,option:heur
203690,University Blue,X-Small,00883153192989,198936,option:heur
203690,University Blue,Small,00883153192996,198937,option:heur
203690,University Blue,Medium,00883153193009,198935,option:heur
203690,University Blue,Large,00883153193016,198934,option:heur
203690,University Blue,X-Large,00883153193023,198933,option:heur
203690,University Blue,2X-Large,00883153193030,198932,option:heur
203690,University Blue,3X-Large,00883153193047,198931,option:heur
203690,University Blue,4X-Large,00883153193054,198930,option:heur
203690,Olive Khaki,X-Small,00091202468613,198952,option:heur
203690,Olive Khaki,Small,00091202468620,198953,option:heur
203690,Olive Khaki,Medium,00091202468637,198951,option:heur
203690,Olive Khaki,Large,00091202468644,198950,option:heur
203690,Olive Khaki,X-Large,00091202468651,198949,option:heur
203690,Olive Khaki,2X-Large,00091202471941,198948,option:heur
203690,Olive Khaki,3X-Large,00091202471958,198947,option:heur
203690,Olive Khaki,4X-Large,00091202471965,198946,option:heur
203690,Lucky Green,X-Small,00886060446145,198960,option:heur
203690,Lucky Green,Small,00886060446152,198961,option:heur
203690,Lucky Green,Medium,00886060446169,198959,option:heur
203690,Lucky Green,Large,00886060446176,198958,option:heur
203690,Lucky Green,X-Large,00886060446183,198957,option:heur
203690,Lucky Green,2X-Large,00886060446190,198956,option:heur
203690,Lucky Green,3X-Large,00886060446206,198955,option:heur
203690,Lucky Green,4X-Large,00886060446213,198954,option:heur
203690,Varsity Purple,X-Small,00666003900220,198928,option:heur
203690,Varsity Purple,Small,00666003900237,198929,option:heur
203690,Varsity Purple,Medium,00666003900244,198927,option:heur
203690,Varsity Purple,Large,00666003900251,198926,option:heur
203690,Varsity Purple,X-Large,00666003900268,198925,option:heur
203690,Varsity Purple,2X-Large,00666003900367,198924,option:heur
203690,Varsity Purple,3X-Large,00666003900374,198923,option:heur
203690,Varsity Purple,4X-Large,00666003900381,198922,option:heur
203690,Varsity Royal,X-Small,00666003899388,198920,option:heur
203690,Varsity Royal,Small,00666003899470,198921,option:heur
203690,Varsity Royal,Medium,00666003899487,198919,option:heur
203690,Varsity Royal,Large,00666003899500,198918,option:heur
203690,Varsity Royal,X-Large,00666003900183,198917,option:heur
203690,Varsity Royal,2X-Large,00666003900190,198916,option:heur
203690,Varsity Royal,3X-Large,00666003900206,198915,option:heur
203690,Varsity Royal,4X-Large,00666003900213,198914,option:heur
203697,Black,Small,00883153193467,199019,option:name
203697,Black,Medium,00883153193474,199018,option:name
203697,Black,Large,00883153193481,199017,option:name
203697,Black,X-Large,00883153193498,199016,option:name
203697,Black,2X-Large,00883153193504,199015,option:name
203697,White,2X-Large,00883153193559,199000,option:name
203697,White,Small,00883153193511,199004,option:name
203697,White,Medium,00883153193528,199003,option:name
203697,White,Large,00883153193535,199002,option:name
203697,White,X-Large,00883153193542,199001,option:name
TLS608,Red/ Light Stone,Large Tall,00191265345897,110312,option:abbrev
L468V,White,X-Large,,127369,option:name
L468V,White,2X-Large,,127363,option:name
L468V,White,3X-Large,,127364,option:name
L468V,White,4X-Large,,127365,option:name
T474,Black,X-Small,00191265068055,79471,mainframe
T474,Black,Small,00191265068079,81111,option:name
T474,Black,Medium,00191265068093,81049,option:name
T474,Black,Large,00191265068109,80976,option:name
T474,Black,X-Large,00191265068116,81153,option:name
T474,Black,2X-Large,00191265068048,80776,option:name
T474,Black,3X-Large,00191265068062,80859,option:name
T474,Black,4X-Large,00191265068086,80921,option:name
T474,Navy,Medium,00191265068567,81051,option:name
T474,Navy,Large,00191265068581,80978,option:name
T474,Navy,X-Large,00191265068598,81155,option:name
T474,Navy,2X-Large,00191265068529,80778,option:name
T474,Navy,3X-Large,00191265068550,80861,option:name
T474,Steel,Small,00191265068796,82574,option:name
T474,Steel,Medium,00191265068802,82573,option:name
T474,Steel,Large,00191265068826,82572,option:name
T474,Steel,X-Large,00191265068833,82575,option:name
T474,Steel,2X-Large,00191265068772,82570,option:name
T474,Steel,3X-Large,00191265068789,82571,option:name
T474,Royal,X-Small,00191265068604,79501,mainframe
T474,Royal,Small,00191265068628,81114,option:name
T474,Royal,Medium,00191265068659,81053,option:name
T474,Royal,Large,00191265068666,80980,option:name
T474,Royal,X-Large,00191265068673,81157,option:name
T474,Royal,2X-Large,00191265068611,80780,option:name
T474,Royal,3X-Large,00191265068635,80863,option:name
T474,Royal,4X-Large,00191265068642,80924,option:name
T474,White,Small,00191265068871,79517,mainframe
T474,White,Medium,00191265068895,81055,option:name
T474,White,Large,00191265068901,80982,option:name
T474,White,X-Large,00191265068918,81159,option:name
T474,White,2X-Large,00191265068840,80782,option:name
T474,White,3X-Large,00191265068864,80865,option:name
K525,Black,Small,00191265513814,50576,option:name
K525,Black,Medium,00191265513838,50577,option:name
K525,Black,Large,00191265513852,50578,option:name
K525,Black,X-Large,00191265513876,50579,option:name
K525,Black,2X-Large,00191265513791,50580,option:name
K525,Black,3X-Large,00191265513821,50581,option:name
K525,Black,4X-Large,00191265513845,50582,option:name
K525,Black,5X-Large,00191265513869,50583,option:name
F280,Black,X-Small,00191265350259,48795,mainframe
F280,Black,Small,00191265350273,48795,option:name
F280,Black,Medium,00191265350280,48797,option:name
F280,Black,Large,00191265350303,48798,option:name
F280,Black,X-Large,00191265350310,48799,option:name
F280,Black,2X-Large,00191265350242,48800,option:name
F280,Black,3X-Large,00191265350266,48801,option:name
F280,Black,4X-Large,00191265350297,48802,option:name
F281,Athletic Heather,Small,00191265350662,51824,option:name
F281,Athletic Heather,Medium,00191265350693,51826,option:name
F281,Athletic Heather,Large,00191265350709,51827,option:name
F281,Athletic Heather,X-Large,00191265350716,51828,option:name
F281,Athletic Heather,2X-Large,00191265350655,51829,option:name
F281,Athletic Heather,3X-Large,00191265350679,51830,option:name
F281,Black,Small,00191265350754,48828,option:name
F281,Black,Medium,00191265350778,48829,option:name
F281,Black,Large,00191265350785,48830,option:name
F281,Black,X-Large,00191265350792,48831,option:name
F281,Black,2X-Large,00191265350723,48832,option:name
F281,Black,3X-Large,00191265350747,48833,option:name
F281,Black,4X-Large,00191265350761,48834,option:name
F281,Red,Small,00191265351232,48873,option:name
F281,Red,Medium,00191265351249,48874,option:name
F281,Red,Large,00191265351263,48875,option:name
F281,Red,X-Large,00191265351270,48876,option:name
F281,Red,2X-Large,00191265351201,48877,option:name
F281,Red,3X-Large,00191265351225,48878,option:name
F281,Red,4X-Large,00191265351256,48879,option:name
F281,Royal,Small,00191265351317,48880,option:name
F281,Royal,Medium,00191265351324,48881,option:name
F281,Royal,Large,00191265351348,48882,option:name
F281,Royal,X-Large,00191265351355,48883,option:name
F281,Royal,2X-Large,00191265351294,48884,option:name
F281,Royal,3X-Large,00191265351300,48885,option:name
F281,Dark Green,Small,00191265350907,48841,option:name
F281,Dark Green,Medium,00191265350921,48842,option:name
F281,Dark Green,Large,00191265350945,48843,option:name
F281,Dark Green,X-Large,00191265350952,48844,option:name
F281,Dark Green,2X-Large,00191265350884,48845,option:name
F281,Maroon,Small,00191265351065,48854,option:name
F281,Maroon,Medium,00191265351089,48855,option:name
F281,Maroon,Large,00191265351102,48856,option:name
F281,Maroon,X-Large,00191265351119,48857,option:name
F281,Maroon,2X-Large,00191265351058,48858,option:name
F281,Maroon,3X-Large,00191265351072,48859,option:name
F281,Orange,Small,00191265351157,48868,option:name
F281,Orange,Medium,00191265351171,48869,option:name
F281,Orange,Large,00191265351188,48870,option:name
F281,Orange,X-Large,00191265351195,48871,option:name
F281,Orange,2X-Large,00191265351133,48872,option:name
S535,Blue,Small,00191265200813,73631,option:name
S535,Blue,Medium,00191265200837,73632,option:name
S535,Blue,Large,00191265200844,73633,option:name
S535,Blue,X-Large,00191265200851,73634,option:name
S535,Blue,2X-Large,00191265200790,73635,option:name
S535,Blue,3X-Large,00191265200806,73636,option:name
S535,Blue,4X-Large,00191265200820,73637,option:name
267020,White,Small,00885259624487,199199,option:name
267020,White,Medium,00885259624494,199198,option:name
267020,White,Large,00885259624500,199197,option:name
267020,White,X-Large,00885259624517,199196,option:name
267020,White,2X-Large,00885259624524,199195,option:name
267020,White,3X-Large,00885259624531,199194,option:name
267020,Black,Small,00885259624401,199205,option:name
267020,Black,Medium,00885259624418,199204,option:name
267020,Black,Large,00885259624425,199203,option:name
267020,Black,X-Large,00885259624432,199202,option:name
267020,Black,2X-Large,00885259624449,199201,option:name
267020,Black,3X-Large,00885259624456,199200,option:name
266998,White,X-Small,00885259623244,199160,option:name
266998,White,Small,00885259623251,199161,option:name
266998,White,Medium,00885259623268,199159,option:name
266998,White,Large,00885259623275,199158,option:name
266998,White,X-Large,00885259623282,199157,option:name
266998,White,2X-Large,00885259623299,199156,option:name
266998,White,3X-Large,00885259623305,199155,option:name
266998,White,4X-Large,00885259623312,199154,option:name
266998,Anthracite,X-Small,00885259818350,199152,option:name
266998,Anthracite,Small,00885259818367,199153,option:name
266998,Anthracite,Medium,00885259818374,199151,option:name
266998,Anthracite,Large,00885259818381,199150,option:name
266998,Anthracite,X-Large,00885259818398,199149,option:name
266998,Anthracite,2X-Large,00885259818404,199148,option:name
266998,Anthracite,3X-Large,00885259818411,199147,option:name
266998,Anthracite,4X-Large,00885259818428,199146,option:name
266998,Navy,X-Small,00885259818435,199168,option:name
266998,Navy,Small,00885259818442,199169,option:name
266998,Navy,Medium,00885259818459,199167,option:name
266998,Navy,Large,00885259818466,199166,option:name
266998,Navy,X-Large,00885259818473,199165,option:name
266998,Navy,2X-Large,00885259818480,199164,option:name
266998,Navy,3X-Large,00885259818497,199163,option:name
266998,Navy,4X-Large,00885259818503,199162,option:name
266998,Black,X-Small,00885259623169,199176,option:name
266998,Black,Small,00885259623176,199177,option:name
266998,Black,Medium,00885259623183,199175,option:name
266998,Black,Large,00885259623190,199174,option:name
266998,Black,X-Large,00885259623206,199173,option:name
266998,Black,2X-Large,00885259623213,199172,option:name
266998,Black,3X-Large,00885259623220,199171,option:name
266998,Black,4X-Large,00885259623237,199170,option:name
8300,Orange,Small,00821780078921,167772,option:name
